ticker,strategy,tmstp_in,price_in,qty_in,rsi_in,cond2,tmstp_out,price_out,qty_out,rsi_out,pl,min_open
BTC-USD,cb1,2022-02-06 04:15:00+00:00,41348.26953125,100,23.95181000924005,296,2022-02-06 13:10:00+00:00,41737.48828125,100.0,70.03581458041839,0.9413181117672604,535.0000000000001
BTC-USD,cb1,2022-02-12 06:40:00+00:00,42008.4921875,100,16.676494779743237,137,2022-02-12 09:30:00+00:00,42399.5625,100.0,65.43692442592406,0.9309315620148976,
BTC-USD,cb1,2022-02-12 21:30:00+00:00,42431.98828125,100,21.620635228957042,316,2022-02-15 01:35:00+00:00,43013.6484375,100.0,80.03548441605747,1.3708057996118606,
BTC-USD,cb1,2022-02-16 04:20:00+00:00,43801.04296875,100,21.67649122925448,70,2022-02-16 08:10:00+00:00,44211.33984375,100.0,70.57898955928022,0.9367285507167665,
BTC-USD,cb1,2022-02-16 14:55:00+00:00,43480.140625,100,21.99555226135162,100,2022-02-16 19:05:00+00:00,44027.6484375,100.0,84.66473387178154,1.2592135274401495,
BTC-USD,cb1,2022-02-17 03:55:00+00:00,43708.21484375,100,20.998284757052687,28,2022-02-17 18:15:00+00:00,41281.8671875,100.0,20.597896994043097,-5.5512394293013605,
BTC-USD,cb1,2022-02-17 21:25:00+00:00,40249.37109375,100,16.74473850280897,161,2022-02-17 21:35:00+00:00,40657.07421875,100.0,39.902672414037184,1.012942845865507,
BTC-USD,cb1,2022-02-18 11:35:00+00:00,40341.0546875,100,20.677286904454334,288,2022-02-20 08:40:00+00:00,38338.69140625,100.0,11.659342211552271,-4.963586839167218,
BTC-USD,cb1,2022-02-21 10:25:00+00:00,38680.7578125,100,17.222430061200185,34,2022-02-21 15:10:00+00:00,39100.75,100.0,81.24297779508322,1.0857910011377183,
BTC-USD,cb1,2022-02-21 18:10:00+00:00,38043.64453125,100,18.98323981555511,72,2022-02-23 08:25:00+00:00,38621.07421875,100.0,85.38003955190669,1.5178085449349754,
BTC-USD,cb1,2022-02-23 16:05:00+00:00,38448.44140625,100,21.440189506507352,7,2022-02-24 02:55:00+00:00,36420.9296875,100.0,20.895296979227126,-5.273326159901028,
BTC-USD,cb1,2022-02-24 05:35:00+00:00,34586.0,100,20.92792919833626,561,2022-02-24 06:10:00+00:00,34946.07421875,100.0,48.4977624356546,1.0410981864049036,
BTC-USD,cb1,2022-02-26 05:55:00+00:00,39055.1953125,100,21.70577776892216,191,2022-02-26 08:20:00+00:00,39420.13671875,100.0,73.39044299404762,0.9344247374258987,
BTC-USD,cb1,2022-02-27 01:10:00+00:00,38450.70703125,100,19.31628521219058,143,2022-02-27 06:55:00+00:00,38806.99609375,100.0,67.75695906213829,0.9266125125096752,
BTC-USD,cb1,2022-02-27 19:30:00+00:00,38629.4453125,100,20.668344518218277,479,2022-02-28 14:30:00+00:00,39182.421875,100.0,81.81240998695877,1.4314897820214463,
BTC-USD,cb1,2022-03-02 07:10:00+00:00,43818.65625,100,21.387668088432704,190,2022-03-02 10:35:00+00:00,44248.71875,100.0,67.56894262346675,0.9814598091423673,
BTC-USD,cb1,2022-03-03 03:45:00+00:00,43373.4453125,100,21.604695756096604,13,2022-03-03 13:55:00+00:00,43855.43359375,100.0,76.29526645875312,1.1112520063309186,
BTC-USD,cb1,2022-03-03 15:35:00+00:00,42937.828125,100,19.548158295592586,45,2022-03-04 15:15:00+00:00,40741.421875,100.0,29.46262239474352,-5.115317532144041,
BTC-USD,cb1,2022-03-04 19:10:00+00:00,40284.19921875,100,21.0295268180962,137,2022-03-06 11:00:00+00:00,38300.3203125,100.0,10.584961860636668,-4.924707316328178,
BTC-USD,cb1,2022-03-06 23:15:00+00:00,38522.30078125,100,20.464996434529624,209,2022-04-12 06:03:00+00:00,40115.25,100.0,79.63923646576876,4.1351351981689985,
BTC-USD,cb1,2022-03-07 18:15:00+00:00,38154.8515625,100,20.740606722826215,588,2022-05-05 04:58:00+00:00,39755.53125,100.0,79.63016846695157,4.195219276054548,
BTC-USD,cb1,2022-03-10 01:45:00+00:00,41195.21484375,100,19.532723367968885,214,2022-03-10 06:25:00+00:00,39171.921875,100.0,13.911141039282214,-4.911475705186102,
BTC-USD,cb1,2022-03-11 01:30:00+00:00,38818.6328125,100,20.170221378478686,467,2022-03-11 07:25:00+00:00,39193.9375,100.0,74.32447374163495,0.9668158312343963,
