ticker,strategy,tmstp_in,price_in,qty_in,rsi_in,cond2,tmstp_out,price_out,qty_out,rsi_out,pl
BTC-USD,cb1,2022-02-27 13:45:00+00:00,38926.84375,100,23.73040209149177,46,2022-02-27 15:25:00+00:00,39316.5390625,1.0,61.97662583829476,1.0010966083013086
BTC-USD,cb1,2022-02-27 19:25:00+00:00,38677.5859375,100,22.510574971871876,291,2022-02-28 14:30:00+00:00,39182.421875,1.0,81.81240998695877,1.3052415895753577
BTC-USD,cb1,2022-03-01 15:00:00+00:00,43696.7578125,100,23.37595822001603,118,2022-03-01 21:00:00+00:00,44141.7890625,1.0,67.4386095023965,1.0184537075029703
BTC-USD,cb1,2022-03-02 07:10:00+00:00,43818.65625,100,21.387668088432704,34,2022-03-02 10:35:00+00:00,44248.71875,1.0,67.56894262346675,0.9814598091423673
BTC-USD,cb1,2022-03-02 13:40:00+00:00,43522.57421875,100,24.746599673441168,50,2022-03-02 14:40:00+00:00,44309.63671875,1.0,74.85116396947971,1.8084006153774905
BTC-USD,cb1,2022-03-02 19:25:00+00:00,43516.24609375,100,24.90949764273323,67,2022-03-02 22:00:00+00:00,44102.765625,1.0,78.15799758667553,1.3478173875256179
BTC-USD,cb1,2022-03-03 03:45:00+00:00,43373.4453125,100,21.604695756096604,13,2022-03-03 13:55:00+00:00,43855.43359375,1.0,76.29526645875312,1.1112520063309186
BTC-USD,cb1,2022-03-03 15:15:00+00:00,43175.30859375,100,24.674055804897264,49,2022-03-04 14:50:00+00:00,40845.51953125,1.0,25.616168479442152,-5.396114442219082
BTC-USD,cb1,2022-03-04 19:10:00+00:00,40284.19921875,100,21.0295268180962,137,2022-03-06 11:00:00+00:00,38300.3203125,1.0,10.584961860636668,-4.924707316328178
BTC-USD,cb1,2022-03-06 23:15:00+00:00,38522.30078125,100,20.464996434529624,52,2022-03-07 13:40:00+00:00,38923.37109375,1.0,77.61589532098502,1.041138001537056
BTC-USD,cb1,2022-03-07 18:10:00+00:00,38226.65625,100,22.161923355349884,554,2022-03-08 02:45:00+00:00,38838.3203125,1.0,73.9033166190656,1.6000982625834559
BTC-USD,cb1,2022-03-10 01:45:00+00:00,41195.21484375,100,19.532723367968885,15,2022-03-10 06:25:00+00:00,39171.921875,1.0,13.911141039282214,-4.911475705186102
BTC-USD,cb1,2022-03-10 08:15:00+00:00,39016.58203125,100,23.75450415790469,138,2022-03-10 13:30:00+00:00,39792.98046875,1.0,84.00528431331429,1.989919149960779
BTC-USD,cb1,2022-03-11 01:15:00+00:00,39024.8046875,100,24.847021012665195,53,2022-03-11 11:30:00+00:00,39395.60546875,1.0,70.55670744990613,0.9501669110691817
BTC-USD,cb1,2022-03-11 16:10:00+00:00,38769.21875,100,24.681076086172638,162,2022-03-12 01:00:00+00:00,39140.12890625,1.0,74.94410893293288,0.9567130012131081
BTC-USD,cb1,2022-03-12 14:40:00+00:00,38878.4921875,100,24.93595871263237,78,2022-03-12 17:05:00+00:00,39306.18359375,1.0,73.48885296894724,1.1000719991592396
BTC-USD,cb1,2022-03-12 23:45:00+00:00,38952.8828125,100,21.520527089245817,89,2022-03-14 22:50:00+00:00,39600.203125,1.0,90.6318755894063,1.661803352567976
BTC-USD,cb1,2022-03-15 07:10:00+00:00,38487.74609375,100,19.325762180966095,323,2022-03-15 13:10:00+00:00,38864.9921875,1.0,67.67998642885279,0.9801719561106249
BTC-USD,cb1,2022-03-16 16:30:00+00:00,40236.09765625,100,24.887226115724772,136,2022-03-16 19:25:00+00:00,40648.87890625,1.0,66.94947335786745,1.0258978232097054
BTC-USD,cb1,2022-03-17 06:50:00+00:00,40773.5625,100,24.299153242204483,353,2022-03-18 16:30:00+00:00,41225.5625,1.0,81.38908968343924,1.1085614606278271
BTC-USD,cb1,2022-03-19 22:15:00+00:00,41799.046875,100,23.348640161999825,113,2022-03-19 23:55:00+00:00,42189.9375,1.0,63.525176227910066,0.9351663595798201
BTC-USD,cb1,2022-03-20 09:25:00+00:00,41740.88671875,100,24.819750847251484,196,2022-03-22 03:20:00+00:00,42244.42578125,1.0,86.65928271846978,1.206344910430018
BTC-USD,cb1,2022-03-22 19:55:00+00:00,42382.0,100,24.94426571768608,39,2022-03-22 21:40:00+00:00,42786.07421875,1.0,70.50293097485992,0.9534099824217829
BTC-USD,cb1,2022-03-23 01:05:00+00:00,42068.76171875,100,24.142988554092412,22,2022-03-23 02:25:00+00:00,42476.8671875,1.0,63.54451779421372,0.9700914694812799
BTC-USD,cb1,2022-03-23 04:20:00+00:00,41967.81640625,100,22.975067841327572,57,2022-03-23 13:00:00+00:00,42395.2265625,1.0,74.85054435209084,1.0184236227890773
BTC-USD,cb1,2022-03-23 17:50:00+00:00,42152.95703125,100,23.9922170164226,387,2022-03-23 23:25:00+00:00,42555.48828125,1.0,68.75514335200212,0.9549300413292106
BTC-USD,cb1,2022-03-25 08:10:00+00:00,43711.87109375,100,19.10558953858299,67,2022-03-25 09:50:00+00:00,44115.66015625,1.0,63.968648894504376,0.9237514944944428
BTC-USD,cb1,2022-03-25 15:30:00+00:00,44357.0859375,100,24.435357614395315,535,2022-03-27 02:10:00+00:00,44838.88671875,1.0,78.86901151359096,1.0861867299598236
BTC-USD,cb1,2022-03-28 23:20:00+00:00,47195.24609375,100,19.702129551371144,119,2022-03-29 05:55:00+00:00,47639.33203125,1.0,69.2214956925369,0.940954808494599
BTC-USD,cb1,2022-03-29 16:10:00+00:00,47190.73828125,100,20.99605708762762,72,2022-03-29 19:10:00+00:00,47661.859375,1.0,67.79704782973533,0.9983338063968955
BTC-USD,cb1,2022-03-30 01:40:00+00:00,46897.75390625,100,23.836075444125697,404,2022-03-30 03:10:00+00:00,47354.06640625,1.0,67.34522052976527,0.9729943589882412
BTC-USD,cb1,2022-03-31 14:05:00+00:00,46567.65625,100,17.258748636732832,169,2022-04-02 00:55:00+00:00,47003.4296875,1.0,85.62552011338703,0.935785634476719
BTC-USD,cb1,2022-04-02 15:10:00+00:00,46415.2890625,100,24.56828923631994,28,2022-04-03 22:00:00+00:00,46963.17578125,1.0,81.4158588520365,1.180401393196645
BTC-USD,cb1,2022-04-04 00:25:00+00:00,45948.21484375,100,23.892961030886326,0,,,,,
