Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-06 00:00:00+00:00,3014.959716796875,3017.640380859375,3014.673583984375,3017.640380859375,3017.640380859375,0
2022-02-06 00:05:00+00:00,3018.10205078125,3020.052490234375,3018.10205078125,3019.52099609375,3019.52099609375,0
2022-02-06 00:10:00+00:00,3019.6259765625,3019.825927734375,3019.41064453125,3019.825927734375,3019.825927734375,0
2022-02-06 00:15:00+00:00,3020.112548828125,3024.37841796875,3020.112548828125,3024.37841796875,3024.37841796875,0
2022-02-06 00:20:00+00:00,3023.518798828125,3023.518798828125,3019.815185546875,3020.565185546875,3020.565185546875,0
2022-02-06 00:25:00+00:00,3024.1376953125,3024.232421875,3022.58740234375,3022.58740234375,3022.58740234375,5774336
2022-02-06 00:30:00+00:00,3019.223388671875,3019.223388671875,3015.379638671875,3015.379638671875,3015.379638671875,0
2022-02-06 00:35:00+00:00,3014.99853515625,3018.165283203125,3014.99853515625,3018.165283203125,3018.165283203125,0
2022-02-06 00:40:00+00:00,3019.926025390625,3020.485595703125,3019.926025390625,3020.008544921875,3020.008544921875,0
2022-02-06 00:45:00+00:00,3019.489990234375,3019.489990234375,3017.55810546875,3018.402099609375,3018.402099609375,0
2022-02-06 00:50:00+00:00,3019.27734375,3023.9716796875,3019.27734375,3023.9716796875,3023.9716796875,0
2022-02-06 00:55:00+00:00,3025.683349609375,3025.861083984375,3025.596435546875,3025.596435546875,3025.596435546875,0
2022-02-06 01:00:00+00:00,3025.58203125,3027.92626953125,3025.58203125,3027.92626953125,3027.92626953125,0
2022-02-06 01:05:00+00:00,3027.762939453125,3028.57177734375,3027.762939453125,3028.45556640625,3028.45556640625,0
2022-02-06 01:10:00+00:00,3028.834228515625,3029.518310546875,3028.834228515625,3029.518310546875,3029.518310546875,16172032
2022-02-06 01:15:00+00:00,3030.073486328125,3031.181640625,3027.98681640625,3027.98681640625,3027.98681640625,0
2022-02-06 01:20:00+00:00,3027.05322265625,3027.05322265625,3026.13232421875,3026.889892578125,3026.889892578125,0
2022-02-06 01:25:00+00:00,3027.6083984375,3027.751953125,3027.060302734375,3027.060302734375,3027.060302734375,0
2022-02-06 01:30:00+00:00,3026.6044921875,3028.476318359375,3026.6044921875,3028.197998046875,3028.197998046875,0
2022-02-06 01:35:00+00:00,3027.325927734375,3027.325927734375,3025.93212890625,3025.93212890625,3025.93212890625,0
2022-02-06 01:40:00+00:00,3024.10791015625,3024.193115234375,3024.10791015625,3024.193115234375,3024.193115234375,0
2022-02-06 01:45:00+00:00,3024.351806640625,3027.11279296875,3024.351806640625,3027.11279296875,3027.11279296875,0
2022-02-06 01:50:00+00:00,3027.74658203125,3028.507080078125,3027.545166015625,3028.507080078125,3028.507080078125,460800
2022-02-06 01:55:00+00:00,3030.31103515625,3031.21826171875,3030.31103515625,3031.21826171875,3031.21826171875,5416960
2022-02-06 02:00:00+00:00,3030.531982421875,3030.531982421875,3029.720703125,3029.720703125,3029.720703125,0
2022-02-06 02:05:00+00:00,3029.610595703125,3029.610595703125,3029.610595703125,3029.610595703125,3029.610595703125,230400
2022-02-06 02:10:00+00:00,3028.891845703125,3028.891845703125,3028.227294921875,3028.41552734375,3028.41552734375,2924544
2022-02-06 02:15:00+00:00,3028.609130859375,3029.33544921875,3027.801025390625,3027.801025390625,3027.801025390625,0
2022-02-06 02:20:00+00:00,3026.030517578125,3026.030517578125,3024.809814453125,3025.892822265625,3025.892822265625,0
2022-02-06 02:25:00+00:00,3026.802978515625,3026.802978515625,3025.21630859375,3025.21630859375,3025.21630859375,0
2022-02-06 02:30:00+00:00,3024.80419921875,3024.80419921875,3023.18115234375,3023.18115234375,3023.18115234375,0
2022-02-06 02:35:00+00:00,3020.7216796875,3021.425537109375,3020.7216796875,3021.425537109375,3021.425537109375,0
2022-02-06 02:40:00+00:00,3023.24951171875,3023.24951171875,3022.999267578125,3022.999267578125,3022.999267578125,0
2022-02-06 02:45:00+00:00,3020.73876953125,3020.73876953125,3020.4248046875,3020.4248046875,3020.4248046875,0
2022-02-06 02:50:00+00:00,3020.38818359375,3020.38818359375,3019.146728515625,3019.59423828125,3019.59423828125,0
2022-02-06 02:55:00+00:00,3019.787109375,3020.353759765625,3019.7412109375,3020.353759765625,3020.353759765625,0
2022-02-06 03:00:00+00:00,3020.81103515625,3023.463623046875,3020.81103515625,3023.14013671875,3023.14013671875,0
2022-02-06 03:05:00+00:00,3023.4716796875,3024.758056640625,3023.4716796875,3024.1845703125,3024.1845703125,0
2022-02-06 03:10:00+00:00,3023.670654296875,3023.670654296875,3022.2080078125,3022.2080078125,3022.2080078125,0
2022-02-06 03:15:00+00:00,3021.80224609375,3021.80224609375,3021.016357421875,3021.077880859375,3021.077880859375,0
2022-02-06 03:20:00+00:00,3020.177001953125,3020.177001953125,3019.58544921875,3019.98876953125,3019.98876953125,2045952
2022-02-06 03:25:00+00:00,3020.550537109375,3020.550537109375,3019.4755859375,3020.051025390625,3020.051025390625,0
2022-02-06 03:30:00+00:00,3020.2841796875,3021.800537109375,3020.2841796875,3021.800537109375,3021.800537109375,0
2022-02-06 03:35:00+00:00,3022.016357421875,3022.387451171875,3022.016357421875,3022.15869140625,3022.15869140625,0
2022-02-06 03:40:00+00:00,3021.783935546875,3021.9033203125,3021.529541015625,3021.9033203125,3021.9033203125,0
2022-02-06 03:45:00+00:00,3021.7451171875,3021.7451171875,3019.125732421875,3019.125732421875,3019.125732421875,0
2022-02-06 03:50:00+00:00,3019.037353515625,3019.037353515625,3017.7978515625,3017.7978515625,3017.7978515625,0
2022-02-06 03:55:00+00:00,3017.193115234375,3017.193115234375,3016.873046875,3016.873046875,3016.873046875,351232
2022-02-06 04:00:00+00:00,3015.69482421875,3015.69482421875,3013.857177734375,3014.120361328125,3014.120361328125,0
2022-02-06 04:05:00+00:00,3013.813720703125,3013.813720703125,3006.00341796875,3006.00341796875,3006.00341796875,0
2022-02-06 04:10:00+00:00,3000.91015625,3004.060302734375,3000.91015625,3003.88134765625,3003.88134765625,10159104
2022-02-06 04:15:00+00:00,3002.834228515625,3002.834228515625,2996.246826171875,2996.246826171875,2996.246826171875,0
2022-02-06 04:20:00+00:00,2997.11474609375,3003.18896484375,2997.11474609375,3003.18896484375,3003.18896484375,0
2022-02-06 04:25:00+00:00,3005.751708984375,3005.867431640625,3004.3271484375,3004.3271484375,3004.3271484375,0
2022-02-06 04:30:00+00:00,3005.556884765625,3008.59375,3005.556884765625,3008.59375,3008.59375,0
2022-02-06 04:35:00+00:00,3008.90771484375,3008.90771484375,3008.44384765625,3008.44384765625,3008.44384765625,0
2022-02-06 04:40:00+00:00,3010.84033203125,3012.670166015625,3010.84033203125,3012.51416015625,3012.51416015625,2680832
2022-02-06 04:45:00+00:00,3012.477294921875,3013.384521484375,3012.294677734375,3013.384521484375,3013.384521484375,0
2022-02-06 04:50:00+00:00,3013.9794921875,3015.29150390625,3013.9794921875,3015.29150390625,3015.29150390625,0
2022-02-06 04:55:00+00:00,3015.5986328125,3015.5986328125,3014.920166015625,3015.173583984375,3015.173583984375,0
2022-02-06 05:00:00+00:00,3015.487548828125,3017.28857421875,3015.487548828125,3017.28857421875,3017.28857421875,0
2022-02-06 05:05:00+00:00,3016.888671875,3016.888671875,3014.84765625,3015.211181640625,3015.211181640625,0
2022-02-06 05:10:00+00:00,3015.907958984375,3015.907958984375,3013.0078125,3013.211669921875,3013.211669921875,0
2022-02-06 05:15:00+00:00,3012.92822265625,3013.97412109375,3012.83984375,3013.97412109375,3013.97412109375,0
2022-02-06 05:20:00+00:00,3013.81103515625,3016.71533203125,3013.81103515625,3016.71533203125,3016.71533203125,0
2022-02-06 05:25:00+00:00,3016.613037109375,3016.613037109375,3015.81494140625,3015.81494140625,3015.81494140625,0
2022-02-06 05:30:00+00:00,3016.997802734375,3017.626953125,3016.997802734375,3017.626953125,3017.626953125,0
2022-02-06 05:35:00+00:00,3019.112548828125,3019.263427734375,3019.087890625,3019.087890625,3019.087890625,0
2022-02-06 05:40:00+00:00,3019.11669921875,3019.11669921875,3017.041015625,3017.07666015625,3017.07666015625,0
2022-02-06 05:45:00+00:00,3017.665283203125,3019.660400390625,3017.665283203125,3019.567626953125,3019.567626953125,0
2022-02-06 05:50:00+00:00,3019.834228515625,3019.834228515625,3017.9716796875,3017.9716796875,3017.9716796875,0
2022-02-06 05:55:00+00:00,3017.45166015625,3018.77978515625,3017.45166015625,3018.77978515625,3018.77978515625,0
2022-02-06 06:00:00+00:00,3018.8427734375,3019.542236328125,3017.44140625,3017.44140625,3017.44140625,0
2022-02-06 06:05:00+00:00,3017.411376953125,3017.411376953125,3014.877685546875,3015.261474609375,3015.261474609375,0
2022-02-06 06:10:00+00:00,3015.63720703125,3015.63720703125,3013.20361328125,3013.20361328125,3013.20361328125,0
2022-02-06 06:15:00+00:00,3012.44482421875,3012.44482421875,3009.26416015625,3009.26416015625,3009.26416015625,0
2022-02-06 06:20:00+00:00,3009.432373046875,3009.432373046875,3007.20849609375,3007.20849609375,3007.20849609375,0
2022-02-06 06:25:00+00:00,3007.064453125,3011.186279296875,3006.848388671875,3011.186279296875,3011.186279296875,0
2022-02-06 06:30:00+00:00,3011.243896484375,3011.243896484375,3010.16748046875,3011.20166015625,3011.20166015625,0
2022-02-06 06:35:00+00:00,3010.8310546875,3012.125,3010.8310546875,3011.754150390625,3011.754150390625,0
2022-02-06 06:40:00+00:00,3010.262451171875,3010.262451171875,3008.0185546875,3008.0185546875,3008.0185546875,0
2022-02-06 06:45:00+00:00,3007.826416015625,3007.826416015625,3007.202392578125,3007.21630859375,3007.21630859375,0
2022-02-06 06:50:00+00:00,3007.1220703125,3007.1220703125,3005.224365234375,3005.224365234375,3005.224365234375,0
2022-02-06 06:55:00+00:00,3004.65087890625,3004.65087890625,3002.587646484375,3002.91162109375,3002.91162109375,17214464
2022-02-06 07:00:00+00:00,3003.516845703125,3004.71533203125,3003.516845703125,3003.8720703125,3003.8720703125,0
2022-02-06 07:05:00+00:00,3003.284912109375,3003.98681640625,3002.811279296875,3003.98681640625,3003.98681640625,0
2022-02-06 07:10:00+00:00,3004.593994140625,3004.695556640625,3004.318603515625,3004.695556640625,3004.695556640625,0
2022-02-06 07:15:00+00:00,3004.956298828125,3005.991455078125,3003.05029296875,3003.05029296875,3003.05029296875,5206016
2022-02-06 07:20:00+00:00,3003.65234375,3004.809326171875,3003.65234375,3004.70068359375,3004.70068359375,0
2022-02-06 07:25:00+00:00,3004.052490234375,3004.052490234375,3002.1455078125,3002.1455078125,3002.1455078125,0
2022-02-06 07:30:00+00:00,3002.01123046875,3002.01123046875,3000.1650390625,3001.6591796875,3001.6591796875,0
